protein_id,taxa_id,clade,description,domain_id,start,stop,length,genus,species
A0A0S1W526,1740171,E,Cytochrome b/b6 C-terminal,PF00032,219,320,335,Megascops,marshalli
A0A0S1Z1A9,544549,E,Ribulose bisphosphate carboxylase large subunit C-terminal,PF00016,1,180,181,uncultured,marine phototrophic eukaryote
A0A0S2EH21,7038,E,Cytochrome c oxidase subunit I,PF00115,1,176,176,Bemisia,tabaci
A0A0S2IB47,264121,E,ATP synthase F0 complex subunit A,PF00119,22,227,234,Sarsia,tubulosa
A0A0S2IBS1,47781,E,Ribosomal protein S9,PF00380,142,285,285,Carteria,crucifera
A0A0S2IDH5,51712,E,ATPase F1/V1/A1 complex alpha/beta subunit nucleotide-binding domain,PF00006,150,365,507,Stephanosphaera,pluvialis
A0A0S2IL47,210448,E,Ribulose bisphosphate carboxylase large subunit ferrodoxin-like N-terminal,PF02788,1,108,268,Fragilaria,crotonensis
A0A0S2LLN8,1756214,E,ATP synthase protein 8 metazoa,PF00895,1,55,67,Cabassous,tatouay
A0A0S2MAE5,182415,E,Protein TIC214,PF05758,333,646,651,Ostericum,grosseserratum
A0A0S2PI25,5858,E,EGF domain,PF12947,164,203,210,Plasmodium,malariae
A0A0S2R190,1725959,E,Cytochrome c oxidase subunit I,PF00115,2,194,195,Cecidomyiidae,sp. BOLD:ACA9979
A0A0S2REN0,1692871,E,Cytochrome c oxidase subunit I,PF00115,2,223,223,Cecidomyiidae,sp. BOLD:ABY1630
A0A0S2SQA5,48850,E,MHC class II beta chain N-terminal,PF00969,1,63,64,Tamandua,tetradactyla
A0A0S2SX98,1759690,E,NADH dehydrogenase subunit 2 C-terminal,PF06444,290,342,346,Grallaria,flavotincta
A0A0S2SZZ7,188299,E,disorder_prediction,mobidb-lite,151,208,316,Erythranthe,cardinalis
A0A0S2ZYW5,9749,E,disorder_prediction,mobidb-lite,557,576,1160,Delphinapterus,leucas
A0A0S3GPQ3,1694622,E,Cytochrome c oxidase subunit I,PF00115,2,206,210,Psychodidae,sp. BOLD:ABV1314
A0A0S3GYT7,1492617,E,Cytochrome c oxidase subunit I,PF00115,1,188,189,Mycetophilidae,sp. BOLD:ABA9111
A0A0S3HAA7,169445,E,Cytochrome c oxidase subunit I,PF00115,2,197,198,Dryomyza,anilis
A0A0S3HYZ3,113150,E,Cytochrome c oxidase subunit I,PF00115,2,204,204,Chaetosa,punctipes
A0A0S3I4G3,1750024,E,Cytochrome c oxidase subunit I,PF00115,1,219,219,Mycetophilidae,sp. BOLD:ACG7593
A0A0S3I7R5,1474022,E,Cytochrome c oxidase subunit I,PF00115,2,187,187,Sciaridae,sp. BOLD:AAH3929
A0A0S3IAM9,1692756,E,Cytochrome c oxidase subunit I,PF00115,2,181,182,Campsicnemus,sp. BOLD:AAG9638
A0A0S3IUG2,306554,E,Tubulin/FtsZ GTPase domain,PF00091,1,101,101,Colletotrichum,nymphaeae
A0A0S4ITF0,75058,E,disorder_prediction,mobidb-lite,330,363,646,Bodo,saltans
A0A0S4J0Z2,75058,E,disorder_prediction,mobidb-lite,995,1021,1121,Bodo,saltans
A0A0S4JBL0,75058,E,disorder_prediction,mobidb-lite,380,411,865,Bodo,saltans
A0A0S4JJ02,75058,E,WD40 repeat,PF00400,108,139,629,Bodo,saltans
A0A0S4JSS8,75058,E,TMC,PF07810,475,584,631,Bodo,saltans
A0A0S4KJ47,75058,E,disorder_prediction,mobidb-lite,1154,1183,2100,Bodo,saltans
A0A0S4KKJ7,75058,E,Ankyrin repeat-containing domain,PF12796,886,950,1219,Bodo,saltans
A0A0S4MMC5,85433,E,disorder_prediction,mobidb-lite,727,746,836,Hymenolepis,microstoma
A0A0S4T859,85433,E,Zinc finger LIM-type,PF00412,247,302,303,Hymenolepis,microstoma
A0A0S6X2U4,1603295,E,disorder_prediction,mobidb-lite,236,273,731,fungal,sp. No.11243
A0A0S6X3S6,1603295,E,HAD-superfamily hydrolase subfamily IIA,PF13344,27,130,306,fungal,sp. No.11243
A0A0S6X8L3,1603295,E,Beta-Casp domain,PF10996,284,420,964,fungal,sp. No.11243
A0A0S6XDD8,1603295,E,disorder_prediction,mobidb-lite,1,26,544,fungal,sp. No.11243
A0A0S6XHP6,1603295,E,disorder_prediction,mobidb-lite,468,496,496,fungal,sp. No.11243
A0A0S6XHV9,1603295,E,Mitochondrial substrate/solute carrier,PF00153,143,222,319,fungal,sp. No.11243
A0A0S6XNR7,1603295,E,AMP-dependent synthetase/ligase,PF00501,53,461,590,fungal,sp. No.11243
A0A0S6XQM2,1603295,E,disorder_prediction,mobidb-lite,466,489,489,fungal,sp. No.11243
A0A0S7DH01,293939,E,disorder_prediction,mobidb-lite,267,437,437,Aspergillus,lentulus
A0A0S7DMA3,293939,E,Protein of unknown function DUF4238,PF14022,8,267,620,Aspergillus,lentulus
A0A0S7DMH7,293939,E,disorder_prediction,mobidb-lite,671,715,1441,Aspergillus,lentulus
A0A0S7DVC9,293939,E,disorder_prediction,mobidb-lite,1,118,118,Aspergillus,lentulus
A0A0S7DXI8,293939,E,disorder_prediction,mobidb-lite,341,387,416,Aspergillus,lentulus
A0A0S7E609,293939,E,disorder_prediction,mobidb-lite,900,967,1107,Aspergillus,lentulus
A0A0S7ET42,188132,E,disorder_prediction,mobidb-lite,95,114,114,Poeciliopsis,prolifica
A0A0S7F011,188132,E,Filamin/ABP280 repeat-like,PF00630,28,77,808,Poeciliopsis,prolifica
A0A0S7F0T3,188132,E,Plexin cytoplasmic RasGAP domain,PF08337,10,124,134,Poeciliopsis,prolifica
A0A0S7F1X5,188132,E,IPT domain,PF01833,758,834,1091,Poeciliopsis,prolifica
A0A0S7F2A6,188132,E,Laminin domain II,PF06009,820,947,1269,Poeciliopsis,prolifica
A0A0S7FKM1,188132,E,SWAP/Surp,PF01805,156,207,662,Poeciliopsis,prolifica
A0A0S7FNP4,188132,E,Immunoglobulin I-set,PF07679,242,337,374,Poeciliopsis,prolifica
A0A0S7FUL1,188132,E,disorder_prediction,mobidb-lite,1,20,586,Poeciliopsis,prolifica
A0A0S7FUP9,188132,E,Sterile alpha motif domain,PF00536,266,326,337,Poeciliopsis,prolifica
A0A0S7FZH5,188132,E,Sushi/SCR/CCP domain,PF00084,249,304,374,Poeciliopsis,prolifica
A0A0S7G8B9,188132,E,Calponin homology domain,PF00307,232,339,408,Poeciliopsis,prolifica
A0A0S7GD26,188132,E,SH2 domain,PF00017,128,203,277,Poeciliopsis,prolifica
A0A0S7GDL7,188132,E,GPCR family 2 secretin-like,PF00002,1,237,320,Poeciliopsis,prolifica
A0A0S7GRZ1,188132,E,disorder_prediction,mobidb-lite,17,65,377,Poeciliopsis,prolifica
A0A0S7GUF2,188132,E,Mitochondrial 28S ribosomal protein S31,PF15433,136,433,439,Poeciliopsis,prolifica
A0A0S7GUL4,188132,E,SH3 domain,PF14604,170,217,862,Poeciliopsis,prolifica
A0A0S7GV09,188132,E,PAS fold,PF00989,2,42,106,Poeciliopsis,prolifica
A0A0S7GYM8,188132,E,Citron homology (CNH) domain,PF00780,53,125,143,Poeciliopsis,prolifica
A0A0S7H101,188132,E,disorder_prediction,mobidb-lite,100,138,194,Poeciliopsis,prolifica
A0A0S7H5J5,188132,E,MRCKB (Fragment) OS=Poeciliopsis prolifica GN=MRCKB PE=4 SV=1,CoiledCoil,560,581,786,Poeciliopsis,prolifica
A0A0S7HHN9,188132,E,Bromodomain,PF00439,111,194,363,Poeciliopsis,prolifica
A0A0S7HR71,188132,E,Nrap protein,PF03813,1,92,104,Poeciliopsis,prolifica
A0A0S7HXL5,188132,E,Zinc finger Sec23/Sec24-type,PF04810,58,98,249,Poeciliopsis,prolifica
A0A0S7IFZ1,188132,E,disorder_prediction,mobidb-lite,142,166,447,Poeciliopsis,prolifica
A0A0S7IJC6,188132,E,Homeobox domain,PF00046,51,98,105,Poeciliopsis,prolifica
A0A0S7IJE8,188132,E,MAM domain,PF00629,123,251,255,Poeciliopsis,prolifica
A0A0S7IT37,188132,E,Laminin N-terminal,PF00055,2,170,171,Poeciliopsis,prolifica
A0A0S7J435,188132,E,disorder_prediction,mobidb-lite,1,48,132,Poeciliopsis,prolifica
A0A0S7J497,188132,E,Fibronectin type III,PF00041,607,692,1017,Poeciliopsis,prolifica
A0A0S7J6Y1,188132,E,disorder_prediction,mobidb-lite,1,22,755,Poeciliopsis,prolifica
A0A0S7J709,188132,E,Laminin EGF domain,PF00053,1202,1252,1917,Poeciliopsis,prolifica
A0A0S7J7F6,188132,E,Immunoglobulin I-set,PF07679,11,98,321,Poeciliopsis,prolifica
A0A0S7JBL3,188132,E,Sodium:neurotransmitter symporter,PF00209,24,219,279,Poeciliopsis,prolifica
A0A0S7JGR3,188132,E,Intermediate filament protein,PF00038,3,171,171,Poeciliopsis,prolifica
A0A0S7JP52,188132,E,Immunoglobulin I-set,PF07679,294,378,486,Poeciliopsis,prolifica
A0A0S7JV52,188132,E,Regulator of chromosome condensation RCC1,PF00415,146,196,269,Poeciliopsis,prolifica
A0A0S7JZQ2,188132,E,Armadillo,PF00514,284,322,538,Poeciliopsis,prolifica
A0A0S7K1E1,188132,E,Alpha-N-acetylglucosaminidase tim-barrel domain,PF05089,1,83,109,Poeciliopsis,prolifica
A0A0S7K934,188132,E,K167R,PF08065,312,350,1227,Poeciliopsis,prolifica
A0A0S7KNE0,188132,E,Fibronectin type III,PF00041,36,120,351,Poeciliopsis,prolifica
A0A0S7KRH2,188132,E,Cadherin,PF00028,559,650,853,Poeciliopsis,prolifica
A0A0S7KSC7,188132,E,Zinc finger nuclear hormone receptor-type,PF00105,401,468,476,Poeciliopsis,prolifica
A0A0S7L4A9,188132,E,disorder_prediction,mobidb-lite,1,182,265,Poeciliopsis,prolifica
A0A0S7L5E2,188132,E,Myosin head motor domain,PF00063,4,84,100,Poeciliopsis,prolifica
A0A0S7L6G0,188132,E,KIAA1045 RING finger,PF16744,141,212,320,Poeciliopsis,prolifica
A0A0S7LHC7,188132,E,DnaJ domain,PF00226,14,84,104,Poeciliopsis,prolifica
A0A0S7LRD8,188132,E,disorder_prediction,mobidb-lite,165,203,268,Poeciliopsis,prolifica
A0A0S7LYE4,188132,E,Fibronectin type III,PF00041,426,490,490,Poeciliopsis,prolifica
A0A0S7M7E2,188132,E,Peptidase M20 dimerisation domain,PF07687,68,164,213,Poeciliopsis,prolifica
A0A0S7MBS8,188132,E,Cadherin,PF00028,167,253,281,Poeciliopsis,prolifica
A0A0S7MCU3,188132,E,PKC-activated phosphatase-1 inhibitor,PF05361,10,130,149,Poeciliopsis,prolifica
A0A0T6AVK0,1629725,E,disorder_prediction,mobidb-lite,495,514,887,Oryctes,borbonicus
A0A0T6AWM2,1629725,E,WD40 repeat,PF00400,125,157,590,Oryctes,borbonicus
A0A0T6AWR0,1629725,E,Abnormal spindle-like microcephaly-associated protein ASH domain,PF15780,7,104,2183,Oryctes,borbonicus
A0A0T6AXP4,1629725,E,Double-stranded RNA-binding domain,PF00035,422,476,488,Oryctes,borbonicus
A0A0T6B4V6,1629725,E,disorder_prediction,mobidb-lite,590,630,976,Oryctes,borbonicus
A0A0T6BDJ1,1629725,E,disorder_prediction,mobidb-lite,355,402,1358,Oryctes,borbonicus
A0A0T6BER6,1629725,E,ABC transporter type 1 transmembrane domain,PF00664,7,274,1209,Oryctes,borbonicus
A0A0U1LJI6,28573,E,Carbohydrate binding module family 20,PF00686,510,602,610,Talaromyces,islandicus
A0A0U1LLP0,28573,E,Nucleoporin FG repeat,PF13634,90,195,523,Talaromyces,islandicus
A0A0U1LMU2,28573,E,disorder_prediction,mobidb-lite,361,383,1118,Talaromyces,islandicus
A0A0U1LNZ8,28573,E,Phox homologous domain,PF00787,350,444,713,Talaromyces,islandicus
A0A0U1LTM7,28573,E,Protein of unknown function DUF1776 fungi,PF08643,120,434,460,Talaromyces,islandicus
A0A0U1LVP2,28573,E,disorder_prediction,mobidb-lite,1,180,537,Talaromyces,islandicus
A0A0U1XDN2,1550065,E,Cytochrome c oxidase subunit II-like C-terminal,PF00116,95,214,230,Siniperca,chuatsi x Siniperca knerii
A0A0U1Y7W6,39384,E,NADH:quinone oxidoreductase/Mrp antiporter membrane subunit,PF00361,113,404,459,Temnopleurus,hardwickii
A0A0U1YQ09,616205,E,Wnt,PF00110,25,120,120,Polyrhachis,gab
A0A0U1ZJA8,142759,E,Cytochrome b/b6 C-terminal,PF00032,65,153,160,Solanum,cheesmaniae
A0A0U2C1Q6,53164,E,Maturase MatK N-terminal domain,PF01824,1,160,241,Lamium,purpureum
A0A0U2C4U3,105884,E,Maturase MatK N-terminal domain,PF01824,1,139,146,Lonicera,japonica
A0A0U2GTV9,109923,E,Cytochrome C oxidase subunit II transmembrane domain,PF02790,1,83,230,Genicanthus,melanospilos
A0A0U2JRG1,10116,E,Cytochrome c oxidase subunit I,PF00115,2,210,212,Rattus,norvegicus
A0A0U2KQP0,1719167,E,NADH:ubiquinone/plastoquinone oxidoreductase chain 6,PF00499,14,155,174,Styloperla,sp. YZD-2015
A0A0U2LZS5,1112727,E,Ribosomal protein L20,PF00453,3,108,117,Metanarthecium,luteoviride
A0A0U2MS08,757355,E,Cytochrome c oxidase subunit I,PF00115,2,152,157,Cimex,hemipterus
A0A0U2PHY5,1234273,E,STAT transcription factor protein interaction,PF02865,2,119,851,Tachysurus,fulvidraco
A0A0U2TVS1,42676,E,Acyl transferase,PF00698,591,862,2641,Fusarium,sacchari
A0A0U2U129,406672,E,NADH:ubiquinone oxidoreductase subunit 1/F420H2 oxidoreductase subunit H,PF00146,6,295,308,Opisthoplatia,orientalis
A0A0U2UM97,482428,E,disorder_prediction,mobidb-lite,1226,1246,2411,Oenothera,glazioviana
A0A0U2V8X5,172790,E,UDP-glucuronosyl/UDP-glucosyltransferase,PF00201,77,186,186,Solanum,phureja
A0A0U2VXR2,1112727,E,NADH-Ubiquinone oxidoreductase (complex I) chain 5 N-terminal,PF00662,72,129,729,Metanarthecium,luteoviride
A0A0U2W476,128810,E,Ribosomal protein S11,PF00411,36,142,143,Saccharum,hybrid cultivar
A0A0U2WDA2,1774284,E,EF-hand domain,PF00036,69,91,91,Aspergillus,oerlinghausenensis
A0A0U3BKQ5,13085,E,NADH:quinone oxidoreductase/Mrp antiporter membrane subunit,PF00361,23,283,346,Heteronotia,binoei
A0A0U3U056,450142,E,Ribulose bisphosphate carboxylase large subunit ferrodoxin-like N-terminal,PF02788,2,118,408,Pleocnemia,winitii
A0A0U4I264,225404,E,Cytochrome b/b6 N-terminal,PF00033,19,204,267,Marmosops,incanus
A0A0U4ZLA9,454130,E,disorder_prediction,mobidb-lite,439,472,507,Aspergillus,calidoustus
A0A0U5B3Y4,423290,E,Maturase MatK N-terminal domain,PF01824,1,331,503,Ditaxis,guatemalensis
A0A0U5C190,454130,E,disorder_prediction,mobidb-lite,301,342,583,Aspergillus,calidoustus
A0A0U5FS96,454130,E,disorder_prediction,mobidb-lite,347,585,585,Aspergillus,calidoustus
A0A0U5G4U1,454130,E,LSM domain eukaryotic/archaea-type,PF01423,14,77,116,Aspergillus,calidoustus
A0A0U5G968,454130,E,Amidohydrolase-related,PF04909,260,368,883,Aspergillus,calidoustus
A0A0U5GAI2,454130,E,disorder_prediction,mobidb-lite,145,252,378,Aspergillus,calidoustus
A0A0U5GG08,454130,E,Fungal transcription factor,PF11951,138,543,548,Aspergillus,calidoustus
A0A0U5HQ08,117187,E,Cytochrome c oxidase subunit II-like C-terminal,PF00116,75,160,160,Fusarium,verticillioides
A0A0U5J411,10141,E,disorder_prediction,mobidb-lite,145,245,388,Cavia,porcellus
A0A0U9HMA4,3175,E,Cytidine and deoxycytidylate deaminases zinc-binding,PF00383,58,158,213,Klebsormidium,flaccidum
A0A0V0GJC6,4108,E,Inositol oxygenase,PF05153,1,88,91,Solanum,chacoense
A0A0V0HMP0,4108,E,Peptidase S54 rhomboid domain,PF01694,53,204,216,Solanum,chacoense
A0A0V0HNR2,4108,E,Glutaredoxin,PF00462,232,299,343,Solanum,chacoense
A0A0V0HWV0,4108,E,WD40 repeat,PF00400,217,251,315,Solanum,chacoense
A0A0V0I0X6,4108,E,Acyl-CoA oxidase/dehydrogenase central domain,PF02770,153,248,414,Solanum,chacoense
A0A0V0IBE9,4108,E,E2 binding,PF08825,272,359,376,Solanum,chacoense
A0A0V0IBS5,4108,E,Putative phosphoethanolamine N-methyltransferase 1-like (Fragment) OS=Solanum chacoense PE=4 SV=1,CoiledCoil,443,464,526,Solanum,chacoense
A0A0V0IGL0,4108,E,disorder_prediction,mobidb-lite,51,82,394,Solanum,chacoense
A0A0V0INR7,4108,E,Glycosyltransferase family 28 N-terminal domain,PF03033,194,337,647,Solanum,chacoense
A0A0V0IZV2,4108,E,CHASE domain,PF03924,1,103,807,Solanum,chacoense
A0A0V0J1U2,4108,E,disorder_prediction,mobidb-lite,1525,1619,1619,Solanum,chacoense
A0A0V0Q9I2,266149,E,Cyclin N-terminal,PF00134,197,318,469,Pseudocohnilembus,persalinus
A0A0V0QB29,266149,E,disorder_prediction,mobidb-lite,177,247,1263,Pseudocohnilembus,persalinus
A0A0V0QFA3,266149,E,WD40 repeat,PF00400,499,538,680,Pseudocohnilembus,persalinus
A0A0V0QRX2,266149,E,VPS13 repeated coiled region,PF16910,555,777,3560,Pseudocohnilembus,persalinus
A0A0V0R5H2,266149,E,disorder_prediction,mobidb-lite,2083,2144,2273,Pseudocohnilembus,persalinus
A0A0V0RJQ3,6336,E,Polyprenyl synthetase,PF00348,84,332,382,Trichinella,nelsoni
A0A0V0RK58,6336,E,Zinc finger Mcm10/DnaG-type,PF09329,351,397,1996,Trichinella,nelsoni
A0A0V0RLE8,6336,E,Zinc finger MYND-type,PF01753,18,59,386,Trichinella,nelsoni
A0A0V0RQQ4,6336,E,G-protein gamma-like domain,PF00631,12,69,70,Trichinella,nelsoni
A0A0V0RRF2,6336,E,disorder_prediction,mobidb-lite,1036,1073,1403,Trichinella,nelsoni
A0A0V0RV27,6336,E,Immunoglobulin I-set,PF07679,2941,3031,7173,Trichinella,nelsoni
A0A0V0RXE5,6336,E,DNA-directed DNA polymerase family B exonuclease domain,PF03104,396,747,1491,Trichinella,nelsoni
A0A0V0S1H7,6336,E,K Homology domain type 1,PF00013,13,73,898,Trichinella,nelsoni
A0A0V0S476,6336,E,Protein pangolin isoforms A/H/I/S OS=Trichinella nelsoni GN=pan PE=4 SV=1,LowComplexity,226,243,757,Trichinella,nelsoni
A0A0V0S4V2,6336,E,Cadherin,PF00028,1242,1326,2933,Trichinella,nelsoni
A0A0V0S5A0,6336,E,Ankyrin repeat-containing domain,PF12796,358,415,7396,Trichinella,nelsoni
A0A0V0S8J5,6336,E,disorder_prediction,mobidb-lite,626,672,672,Trichinella,nelsoni
A0A0V0SFG8,6336,E,Myotubularin-like phosphatase domain,PF06602,138,475,730,Trichinella,nelsoni
A0A0V0SFI5,6336,E,Domain of unknown function DUF19,PF01579,59,176,218,Trichinella,nelsoni
A0A0V0SNL8,6336,E,Bromo adjacent homology (BAH) domain,PF01426,987,1103,1792,Trichinella,nelsoni
A0A0V0TDM1,144512,E,Mitochondrial substrate/solute carrier,PF00153,87,167,1271,Trichinella,murrelli
A0A0V0TI14,144512,E,disorder_prediction,mobidb-lite,624,657,1013,Trichinella,murrelli
A0A0V0TJV5,144512,E,EGF-like calcium-binding domain,PF07645,522,561,797,Trichinella,murrelli
A0A0V0TNP4,144512,E,disorder_prediction,mobidb-lite,509,654,2791,Trichinella,murrelli
A0A0V0TNZ5,144512,E,FERM central domain,PF00373,670,779,1478,Trichinella,murrelli
A0A0V0TQR2,144512,E,Low-density lipoprotein (LDL) receptor class A repeat,PF00057,4545,4581,5364,Trichinella,murrelli
A0A0V0TVT1,144512,E,disorder_prediction,mobidb-lite,341,395,699,Trichinella,murrelli
A0A0V0U1S3,144512,E,Immunoglobulin I-set,PF07679,2023,2103,6371,Trichinella,murrelli
A0A0V0U568,144512,E,Immunoglobulin I-set,PF07679,3672,3762,7198,Trichinella,murrelli
A0A0V0UBD5,144512,E,CUB domain,PF00431,186,292,339,Trichinella,murrelli
A0A0V0UGT9,144512,E,Immunoglobulin I-set,PF07679,13123,13212,15196,Trichinella,murrelli
A0A0V0UHM3,144512,E,Immunoglobulin I-set,PF07679,2706,2796,15151,Trichinella,murrelli
A0A0V0UMY8,181606,E,disorder_prediction,mobidb-lite,1062,1148,2271,Trichinella,sp. T9
A0A0V0UTA0,181606,E,Uncharacterised domain KLRAQ/TTKRSYEDQ C-terminal,PF10212,1459,1587,1588,Trichinella,sp. T9
A0A0V0UXD1,181606,E,disorder_prediction,mobidb-lite,1,41,316,Trichinella,sp. T9
A0A0V0V066,181606,E,Transcription factor TFIIB cyclin-like domain,PF00382,89,157,613,Trichinella,sp. T9
A0A0V0V1V0,181606,E,Lustrin cysteine-rich repeated domain,PF14625,754,798,1284,Trichinella,sp. T9
A0A0V0V5D0,181606,E,disorder_prediction,mobidb-lite,429,468,1122,Trichinella,sp. T9
A0A0V0V7U8,181606,E,PDZ domain,PF00595,8,86,188,Trichinella,sp. T9
A0A0V0VAU2,181606,E,disorder_prediction,mobidb-lite,866,890,1717,Trichinella,sp. T9
A0A0V0VFE0,181606,E,Regulator of chromosome condensation RCC1,PF00415,63,112,1077,Trichinella,sp. T9
A0A0V0VH69,181606,E,Potassium channel domain,PF07885,141,178,420,Trichinella,sp. T9
A0A0V0VK43,181606,E,Semaphorin-5A OS=Trichinella sp. T9 GN=T09_13587 PE=4 SV=1,LowComplexity,4,20,1132,Trichinella,sp. T9
A0A0V0VMY9,181606,E,disorder_prediction,mobidb-lite,1260,1312,1312,Trichinella,sp. T9
A0A0V0VND6,181606,E,Laminin EGF domain,PF00053,712,736,1642,Trichinella,sp. T9
A0A0V0VPS2,181606,E,High mobility group box domain,PF00505,771,838,1640,Trichinella,sp. T9
A0A0V0VV83,181606,E,MORN motif,PF02493,926,947,1977,Trichinella,sp. T9
A0A0V0VWH5,181606,E,WD40 repeat,PF00400,204,239,343,Trichinella,sp. T9
A0A0V0VYH1,181606,E,disorder_prediction,mobidb-lite,4380,4404,4788,Trichinella,sp. T9
A0A0V0WAL2,92179,E,Selenoprotein Rdx type,PF10262,157,193,204,Trichinella,sp. T6
A0A0V0WFQ3,92179,E,Frizzled domain,PF01392,46,151,677,Trichinella,sp. T6
A0A0V0WMF7,92179,E,disorder_prediction,mobidb-lite,729,764,1480,Trichinella,sp. T6
A0A0V0WN12,92179,E,Serine proteases trypsin domain,PF00089,48,283,989,Trichinella,sp. T6
A0A0V0WNB7,92179,E,disorder_prediction,mobidb-lite,246,267,502,Trichinella,sp. T6
A0A0V0WPV4,92179,E,Zinc finger RING-type,PF13639,171,210,216,Trichinella,sp. T6
A0A0V0WS85,92179,E,Lon substrate-binding domain,PF02190,57,294,410,Trichinella,sp. T6
A0A0V0WSH9,92179,E,Thg1 C-terminal domain,PF14413,2980,3061,3083,Trichinella,sp. T6
A0A0V0WTX1,92179,E,Immunoglobulin I-set,PF07679,3608,3689,14839,Trichinella,sp. T6
A0A0V0WYH8,92179,E,eRF1 domain 2,PF03464,151,281,442,Trichinella,sp. T6
A0A0V0X8K4,92179,E,disorder_prediction,mobidb-lite,385,404,404,Trichinella,sp. T6
A0A0V0X8T7,92179,E,disorder_prediction,mobidb-lite,699,887,1699,Trichinella,sp. T6
A0A0V0XB60,92179,E,Nuclear hormone receptor family member nhr-41 (Fragment) OS=Trichinella sp. T6 GN=nhr-41 PE=3 SV=1,LowComplexity,110,127,798,Trichinella,sp. T6
A0A0V0XIL7,6337,E,disorder_prediction,mobidb-lite,977,1057,1560,Trichinella,pseudospiralis
A0A0V0XJ51,6337,E,Nonaspanin (TM9SF),PF02990,387,570,614,Trichinella,pseudospiralis
A0A0V0XJH2,6337,E,PFTB repeat,PF00432,236,276,337,Trichinella,pseudospiralis
A0A0V0XW01,6337,E,Histone deacetylase domain,PF00850,411,722,782,Trichinella,pseudospiralis
A0A0V0XY26,6337,E,Spectrin repeat,PF00435,1152,1252,2483,Trichinella,pseudospiralis
A0A0V0Y6G5,6337,E,GPI mannosyltransferase,PF03901,962,1038,1051,Trichinella,pseudospiralis
A0A0V0YCV2,6337,E,disorder_prediction,mobidb-lite,1,45,1112,Trichinella,pseudospiralis
A0A0V0ZC65,990121,E,Ribosomal protein L1/ribosomal biogenesis protein,PF00687,98,238,343,Trichinella,patagoniensis
A0A0V0ZEE6,990121,E,Sterile alpha and TIR motif-containing protein tir-1 OS=Trichinella patagoniensis GN=tir-1 PE=4 SV=1,LowComplexity,498,516,1294,Trichinella,patagoniensis
A0A0V0ZI27,990121,E,uDENN domain,PF03456,29,82,696,Trichinella,patagoniensis
A0A0V0ZKK5,990121,E,Low-density lipoprotein (LDL) receptor class A repeat,PF00057,3061,3098,4931,Trichinella,patagoniensis
A0A0V0ZMC5,990121,E,Serine proteases trypsin domain,PF00089,42,289,306,Trichinella,patagoniensis
A0A0V0ZWN9,990121,E,Serine/threonine-protein kinase PRP4-like protein OS=Trichinella patagoniensis GN=Prpf4b PE=4 SV=1,CoiledCoil,350,371,748,Trichinella,patagoniensis
A0A0V1A0Y9,990121,E,Epidermal growth factor receptor substrate 15-like 1 (Fragment) OS=Trichinella patagoniensis GN=PIGA PE=4 SV=1,CoiledCoil,541,583,830,Trichinella,patagoniensis
A0A0V1A4G4,990121,E,von Willebrand factor type A,PF13768,255,421,1628,Trichinella,patagoniensis
A0A0V1AB51,990121,E,Fungal lipase-like domain,PF01764,136,279,454,Trichinella,patagoniensis
A0A0V1AB89,990121,E,Immunoglobulin I-set,PF07679,5368,5457,7221,Trichinella,patagoniensis
A0A0V1ABX7,990121,E,disorder_prediction,mobidb-lite,852,889,1005,Trichinella,patagoniensis
A0A0V1ADH2,990121,E,disorder_prediction,mobidb-lite,1,68,393,Trichinella,patagoniensis
A0A0V1ATI4,6334,E,disorder_prediction,mobidb-lite,168,195,1744,Trichinella,spiralis
A0A0V1B0I2,6334,E,Oxoglutarate/iron-dependent dioxygenase,PF13640,1026,1149,1167,Trichinella,spiralis
